state,jurisdiction,fipscode,office,candidate,party,votes,totalvotes,state_county,county,result
CO,Conejos,802100000.0,Senate,Darryl Glenn,Republican,1878,4056,CO Conejos,Conejos County,0.4630177514792899
CO,Conejos,802100000.0,Senate,Michael Bennet,Democrat,2073,4056,CO Conejos,Conejos County,0.511094674556213
CO,Costilla,802300000.0,Senate,Darryl Glenn,Republican,547,1823,CO Costilla,Costilla County,0.3000548546352167
CO,Costilla,802300000.0,Senate,Michael Bennet,Democrat,1186,1823,CO Costilla,Costilla County,0.650575973669775
CO,Crowley,802500000.0,Senate,Darryl Glenn,Republican,936,1518,CO Crowley,Crowley County,0.616600790513834
CO,Crowley,802500000.0,Senate,Michael Bennet,Democrat,504,1518,CO Crowley,Crowley County,0.33201581027667987
CO,Custer,802700000.0,Senate,Michael Bennet,Democrat,944,3060,CO Custer,Custer County,0.3084967320261438
CO,Custer,802700000.0,Senate,Darryl Glenn,Republican,1984,3060,CO Custer,Custer County,0.6483660130718955
CO,Delta,802900000.0,Senate,Darryl Glenn,Republican,10970,16761,CO Delta,Delta County,0.6544955551578068
CO,Delta,802900000.0,Senate,Michael Bennet,Democrat,4916,16761,CO Delta,Delta County,0.2932999224389953
CO,Denver,803100000.0,Senate,Michael Bennet,Democrat,238774,327291,CO Denver,Denver County,0.7295464892099081
CO,Denver,803100000.0,Senate,Darryl Glenn,Republican,71078,327291,CO Denver,Denver County,0.2171706524163512
CO,Dolores,803300000.0,Senate,Darryl Glenn,Republican,808,1205,CO Dolores,Dolores County,0.6705394190871369
CO,Dolores,803300000.0,Senate,Michael Bennet,Democrat,338,1205,CO Dolores,Dolores County,0.2804979253112033
CO,Douglas,803500000.0,Senate,Michael Bennet,Democrat,70005,186384,CO Douglas,Douglas County,0.37559554468194695
CO,Douglas,803500000.0,Senate,Darryl Glenn,Republican,107920,186384,CO Douglas,Douglas County,0.5790196583397716
CO,Eagle,803700000.0,Senate,Michael Bennet,Democrat,13707,24819,CO Eagle,Eagle County,0.5522784963133084
CO,Eagle,803700000.0,Senate,Darryl Glenn,Republican,8772,24819,CO Eagle,Eagle County,0.3534388976187598
CO,El Paso,804100000.0,Senate,Darryl Glenn,Republican,183709,316718,CO El Paso,El paso County,0.5800396567293302
CO,El Paso,804100000.0,Senate,Michael Bennet,Democrat,113726,316718,CO El Paso,El paso County,0.3590765286469351
CO,Elbert,803900000.0,Senate,Darryl Glenn,Republican,11558,15913,CO Elbert,Elbert County,0.7263243888644505
CO,Elbert,803900000.0,Senate,Michael Bennet,Democrat,3684,15913,CO Elbert,Elbert County,0.23150882925909633
CO,Fremont,804300000.0,Senate,Darryl Glenn,Republican,14154,21954,CO Fremont,Fremont County,0.6447116698551517
CO,Fremont,804300000.0,Senate,Michael Bennet,Democrat,6671,21954,CO Fremont,Fremont County,0.3038626218456773
CO,Garfield,804500000.0,Senate,Darryl Glenn,Republican,12596,26201,CO Garfield,Garfield County,0.48074500973245293
CO,Garfield,804500000.0,Senate,Michael Bennet,Democrat,12039,26201,CO Garfield,Garfield County,0.4594862791496508
CO,Gilpin,804700000.0,Senate,Darryl Glenn,Republican,1503,3581,CO Gilpin,Gilpin County,0.41971516336218934
CO,Gilpin,804700000.0,Senate,Michael Bennet,Democrat,1729,3581,CO Gilpin,Gilpin County,0.48282602624965093
CO,Grand,804900000.0,Senate,Darryl Glenn,Republican,4402,8566,CO Grand,Grand County,0.5138921316833995
CO,Grand,804900000.0,Senate,Michael Bennet,Democrat,3623,8566,CO Grand,Grand County,0.42295120242820455
CO,Gunnison,805100000.0,Senate,Michael Bennet,Democrat,5517,9392,CO Gunnison,Gunnison County,0.5874148211243612
CO,Gunnison,805100000.0,Senate,Darryl Glenn,Republican,3216,9392,CO Gunnison,Gunnison County,0.3424190800681431
CO,Hinsdale,805300000.0,Senate,Michael Bennet,Democrat,246,586,CO Hinsdale,Hinsdale County,0.4197952218430034
CO,Hinsdale,805300000.0,Senate,Darryl Glenn,Republican,316,586,CO Hinsdale,Hinsdale County,0.5392491467576792
CO,Huerfano,805500000.0,Senate,Darryl Glenn,Republican,1694,3789,CO Huerfano,Huerfano County,0.4470836632356822
CO,Huerfano,805500000.0,Senate,Michael Bennet,Democrat,1942,3789,CO Huerfano,Huerfano County,0.5125362892583796
CO,Jackson,805700000.0,Senate,Darryl Glenn,Republican,583,854,CO Jackson,Jackson County,0.6826697892271663
CO,Jackson,805700000.0,Senate,Michael Bennet,Democrat,235,854,CO Jackson,Jackson County,0.275175644028103
CO,Jefferson,805900000.0,Senate,Michael Bennet,Democrat,163172,321371,CO Jefferson,Jefferson County,0.5077371635897452
CO,Jefferson,805900000.0,Senate,Darryl Glenn,Republican,139237,321371,CO Jefferson,Jefferson County,0.43325937934661185
CO,Kiowa,806100000.0,Senate,Michael Bennet,Democrat,196,838,CO Kiowa,Kiowa County,0.23389021479713604
CO,Kiowa,806100000.0,Senate,Darryl Glenn,Republican,621,838,CO Kiowa,Kiowa County,0.7410501193317423
CO,Kit Carson,806300000.0,Senate,Darryl Glenn,Republican,2607,3631,CO Kit Carson,Kit carson County,0.7179840264389975
CO,Kit Carson,806300000.0,Senate,Michael Bennet,Democrat,894,3631,CO Kit Carson,Kit carson County,0.24621316441751584
CO,La Plata,806700000.0,Senate,Darryl Glenn,Republican,12678,30638,CO La Plata,La plata County,0.41379985638749267
CO,La Plata,806700000.0,Senate,Michael Bennet,Democrat,15903,30638,CO La Plata,La plata County,0.5190612964292708
CO,Lake,806500000.0,Senate,Darryl Glenn,Republican,1174,3145,CO Lake,Lake County,0.37329093799682034
CO,Lake,806500000.0,Senate,Michael Bennet,Democrat,1704,3145,CO Lake,Lake County,0.5418124006359301
CO,Larimer,806900000.0,Senate,Darryl Glenn,Republican,86101,193866,CO Larimer,Larimer County,0.4441263553175905
CO,Larimer,806900000.0,Senate,Michael Bennet,Democrat,95789,193866,CO Larimer,Larimer County,0.49409901684668794
CO,Las Animas,807100000.0,Senate,Darryl Glenn,Republican,3174,6774,CO Las Animas,Las animas County,0.4685562444641275
CO,Las Animas,807100000.0,Senate,Michael Bennet,Democrat,3305,6774,CO Las Animas,Las animas County,0.48789489223501625
CO,Lincoln,807300000.0,Senate,Darryl Glenn,Republican,1742,2413,CO Lincoln,Lincoln County,0.7219229175300456
CO,Lincoln,807300000.0,Senate,Michael Bennet,Democrat,588,2413,CO Lincoln,Lincoln County,0.24368006630750103
CO,Logan,807500000.0,Senate,Darryl Glenn,Republican,6534,9666,CO Logan,Logan County,0.6759776536312849
CO,Logan,807500000.0,Senate,Michael Bennet,Democrat,2768,9666,CO Logan,Logan County,0.28636457686737016
CO,Mesa,807700000.0,Senate,Darryl Glenn,Republican,48559,77268,CO Mesa,Mesa County,0.6284490345291712
CO,Mesa,807700000.0,Senate,Michael Bennet,Democrat,24109,77268,CO Mesa,Mesa County,0.3120179116840089
CO,Mineral,807900000.0,Senate,Michael Bennet,Democrat,301,658,CO Mineral,Mineral County,0.4574468085106383
CO,Mineral,807900000.0,Senate,Darryl Glenn,Republican,326,658,CO Mineral,Mineral County,0.49544072948328266
CO,Moffat,808100000.0,Senate,Michael Bennet,Democrat,1338,6395,CO Moffat,Moffat County,0.20922595777951525
CO,Moffat,808100000.0,Senate,Darryl Glenn,Republican,4786,6395,CO Moffat,Moffat County,0.7483971853010164
CO,Montezuma,808300000.0,Senate,Darryl Glenn,Republican,7484,12599,CO Montezuma,Montezuma County,0.5940153980474641
CO,Montezuma,808300000.0,Senate,Michael Bennet,Democrat,4305,12599,CO Montezuma,Montezuma County,0.34169378522104926
CO,Montrose,808500000.0,Senate,Michael Bennet,Democrat,6055,20986,CO Montrose,Montrose County,0.2885256837891928
CO,Montrose,808500000.0,Senate,Darryl Glenn,Republican,13946,20986,CO Montrose,Montrose County,0.6645382636043077
CO,Morgan,808700000.0,Senate,Darryl Glenn,Republican,7516,11874,CO Morgan,Morgan County,0.6329796193363652
CO,Morgan,808700000.0,Senate,Michael Bennet,Democrat,3910,11874,CO Morgan,Morgan County,0.32929088765369713
CO,Otero,808900000.0,Senate,Darryl Glenn,Republican,4561,8533,CO Otero,Otero County,0.5345130669166764
CO,Otero,808900000.0,Senate,Michael Bennet,Democrat,3651,8533,CO Otero,Otero County,0.4278682761045353
CO,Ouray,809100000.0,Senate,Darryl Glenn,Republican,1397,3309,CO Ouray,Ouray County,0.4221819280749471
CO,Ouray,809100000.0,Senate,Michael Bennet,Democrat,1735,3309,CO Ouray,Ouray County,0.5243275914173466
CO,Park,809300000.0,Senate,Darryl Glenn,Republican,5937,10377,CO Park,Park County,0.5721306736050882
CO,Park,809300000.0,Senate,Michael Bennet,Democrat,3722,10377,CO Park,Park County,0.35867784523465357
CO,Phillips,809500000.0,Senate,Michael Bennet,Democrat,695,2316,CO Phillips,Phillips County,0.30008635578583764
CO,Phillips,809500000.0,Senate,Darryl Glenn,Republican,1570,2316,CO Phillips,Phillips County,0.6778929188255614
CO,Pitkin,809700000.0,Senate,Darryl Glenn,Republican,2656,10020,CO Pitkin,Pitkin County,0.2650698602794411
CO,Pitkin,809700000.0,Senate,Michael Bennet,Democrat,6847,10020,CO Pitkin,Pitkin County,0.6833333333333333
CO,Prowers,809900000.0,Senate,Darryl Glenn,Republican,3110,4945,CO Prowers,Prowers County,0.6289180990899899
CO,Prowers,809900000.0,Senate,Michael Bennet,Democrat,1648,4945,CO Prowers,Prowers County,0.3332659251769464
CO,Pueblo,810100000.0,Senate,Darryl Glenn,Republican,33051,77819,CO Pueblo,Pueblo County,0.4247163289171025
CO,Pueblo,810100000.0,Senate,Michael Bennet,Democrat,40475,77819,CO Pueblo,Pueblo County,0.5201171950294915
CO,Rio Blanco,810300000.0,Senate,Michael Bennet,Democrat,600,3375,CO Rio Blanco,Rio blanco County,0.17777777777777778
CO,Rio Blanco,810300000.0,Senate,Darryl Glenn,Republican,2641,3375,CO Rio Blanco,Rio blanco County,0.7825185185185185
CO,Rio Grande,810500000.0,Senate,Michael Bennet,Democrat,2372,5573,CO Rio Grande,Rio grande County,0.42562354207787545
CO,Rio Grande,810500000.0,Senate,Darryl Glenn,Republican,2974,5573,CO Rio Grande,Rio grande County,0.5336443567198995
CO,Routt,810700000.0,Senate,Michael Bennet,Democrat,7793,13780,CO Routt,Routt County,0.5655297532656023
CO,Routt,810700000.0,Senate,Darryl Glenn,Republican,5265,13780,CO Routt,Routt County,0.38207547169811323
CO,Saguache,810900000.0,Senate,Michael Bennet,Democrat,1570,2849,CO Saguache,Saguache County,0.551070551070551
CO,Saguache,810900000.0,Senate,Darryl Glenn,Republican,1042,2849,CO Saguache,Saguache County,0.36574236574236574
CO,San Juan,811100000.0,Senate,Michael Bennet,Democrat,279,498,CO San Juan,San juan County,0.5602409638554217
CO,San Juan,811100000.0,Senate,Darryl Glenn,Republican,193,498,CO San Juan,San juan County,0.38755020080321284
CO,San Miguel,811300000.0,Senate,Michael Bennet,Democrat,2951,4308,CO San Miguel,San miguel County,0.6850046425255338
CO,San Miguel,811300000.0,Senate,Darryl Glenn,Republican,1055,4308,CO San Miguel,San miguel County,0.24489322191272053
CO,Sedgwick,811500000.0,Senate,Michael Bennet,Democrat,426,1340,CO Sedgwick,Sedgwick County,0.31791044776119404
CO,Sedgwick,811500000.0,Senate,Darryl Glenn,Republican,863,1340,CO Sedgwick,Sedgwick County,0.6440298507462686
CO,Summit,811700000.0,Senate,Michael Bennet,Democrat,9536,15914,CO Summit,Summit County,0.5992208118637677
CO,Summit,811700000.0,Senate,Darryl Glenn,Republican,5178,15914,CO Summit,Summit County,0.32537388462988565
CO,Teller,811900000.0,Senate,Darryl Glenn,Republican,9547,14330,CO Teller,Teller County,0.6662247034193999
CO,Teller,811900000.0,Senate,Michael Bennet,Democrat,4064,14330,CO Teller,Teller County,0.28360083740404746
CO,Washington,812100000.0,Senate,Darryl Glenn,Republican,2092,2702,CO Washington,Washington County,0.7742413027387121
CO,Washington,812100000.0,Senate,Michael Bennet,Democrat,527,2702,CO Washington,Washington County,0.19504071058475203
CO,Weld,812300000.0,Senate,Michael Bennet,Democrat,52263,134382,CO Weld,Weld County,0.38891369379827656
CO,Weld,812300000.0,Senate,Darryl Glenn,Republican,74843,134382,CO Weld,Weld County,0.5569421499903261
CO,Yuma,812500000.0,Senate,Michael Bennet,Democrat,1252,4762,CO Yuma,Yuma County,0.2629147417051659
CO,Yuma,812500000.0,Senate,Darryl Glenn,Republican,3386,4762,CO Yuma,Yuma County,0.7110457790844184
CT,Andover,901301080.0,Senate,Dan Carter,Republican,733,1893,CT Andover,Andover County,0.387216059165346
CT,Andover,901301080.0,Senate,Richard Blumenthal,Democrat,1097,1893,CT Andover,Andover County,0.5795034337031167
CT,Ansonia,900901220.0,Senate,Dan Carter,Republican,2414,9302,CT Ansonia,Ansonia County,0.25951408299290474
CT,Ansonia,900901220.0,Senate,Richard Blumenthal,Democrat,6737,9302,CT Ansonia,Ansonia County,0.7242528488497098
CT,Ashford,901501430.0,Senate,Dan Carter,Republican,843,2287,CT Ashford,Ashford County,0.3686051595977263
CT,Ashford,901501430.0,Senate,Richard Blumenthal,Democrat,1360,2287,CT Ashford,Ashford County,0.5946655006558811
CT,Avon,900302060.0,Senate,Dan Carter,Republican,4560,10555,CT Avon,Avon County,0.43202273803884417
CT,Avon,900302060.0,Senate,Richard Blumenthal,Democrat,5840,10555,CT Avon,Avon County,0.5532922785409758
CT,Barkhamsted,900502760.0,Senate,Dan Carter,Republican,1007,2173,CT Barkhamsted,Barkhamsted County,0.4634146341463415
CT,Barkhamsted,900502760.0,Senate,Richard Blumenthal,Democrat,1103,2173,CT Barkhamsted,Barkhamsted County,0.5075931891394385
CT,Beacon Falls,900903250.0,Senate,Dan Carter,Republican,1483,3245,CT Beacon Falls,Beacon falls County,0.4570107858243451
CT,Beacon Falls,900903250.0,Senate,Richard Blumenthal,Democrat,1683,3245,CT Beacon Falls,Beacon falls County,0.5186440677966102
CT,Berlin,900304300.0,Senate,Dan Carter,Republican,4642,11216,CT Berlin,Berlin County,0.4138730385164051
CT,Berlin,900304300.0,Senate,Richard Blumenthal,Democrat,6377,11216,CT Berlin,Berlin County,0.5685627674750356
CT,Bethany,900904580.0,Senate,Dan Carter,Republican,1433,3353,CT Bethany,Bethany County,0.4273784670444378
CT,Bethany,900904580.0,Senate,Richard Blumenthal,Democrat,1857,3353,CT Bethany,Bethany County,0.5538323889054578
CT,Bethel,900104720.0,Senate,Dan Carter,Republican,4514,9656,CT Bethel,Bethel County,0.46748135874067936
CT,Bethel,900104720.0,Senate,Richard Blumenthal,Democrat,4972,9656,CT Bethel,Bethel County,0.5149130074565037
CT,Bethlehem,900504930.0,Senate,Dan Carter,Republican,1196,2265,CT Bethlehem,Bethlehem County,0.5280353200883002
CT,Bethlehem,900504930.0,Senate,Richard Blumenthal,Democrat,998,2265,CT Bethlehem,Bethlehem County,0.4406181015452539
CT,Bloomfield,900305910.0,Senate,Dan Carter,Republican,1566,11389,CT Bloomfield,Bloomfield County,0.1375010975502678
CT,Bloomfield,900305910.0,Senate,Richard Blumenthal,Democrat,9637,11389,CT Bloomfield,Bloomfield County,0.8461673544648345
CT,Bolton,901306260.0,Senate,Dan Carter,Republican,1274,2958,CT Bolton,Bolton County,0.4306964164976335
CT,Bolton,901306260.0,Senate,Richard Blumenthal,Democrat,1616,2958,CT Bolton,Bolton County,0.54631507775524
CT,Bozrah,901106820.0,Senate,Dan Carter,Republican,529,1349,CT Bozrah,Bozrah County,0.3921423276501112
CT,Bozrah,901106820.0,Senate,Richard Blumenthal,Democrat,768,1349,CT Bozrah,Bozrah County,0.5693106004447739
CT,Branford,900907310.0,Senate,Dan Carter,Republican,4884,15350,CT Branford,Branford County,0.31817589576547234
CT,Branford,900907310.0,Senate,Richard Blumenthal,Democrat,10196,15350,CT Branford,Branford County,0.6642345276872964
CT,Bridgeport,900108070.0,Senate,Dan Carter,Republican,4727,36849,CT Bridgeport,Bridgeport County,0.128280278976363
CT,Bridgeport,900108070.0,Senate,Richard Blumenthal,Democrat,31447,36849,CT Bridgeport,Bridgeport County,0.853401720535157
CT,Bridgewater,900508210.0,Senate,Dan Carter,Republican,467,1114,CT Bridgewater,Bridgewater County,0.41921005385996407
CT,Bridgewater,900508210.0,Senate,Richard Blumenthal,Democrat,631,1114,CT Bridgewater,Bridgewater County,0.566427289048474
CT,Bristol,900308490.0,Senate,Dan Carter,Republican,9185,25700,CT Bristol,Bristol County,0.3573929961089494
CT,Bristol,900308490.0,Senate,Richard Blumenthal,Democrat,15929,25700,CT Bristol,Bristol County,0.6198054474708171
CT,Brookfield,900108980.0,Senate,Dan Carter,Republican,4428,9364,CT Brookfield,Brookfield County,0.47287483981204614
CT,Brookfield,900108980.0,Senate,Richard Blumenthal,Democrat,4747,9364,CT Brookfield,Brookfield County,0.5069414780008543
CT,Brooklyn,901509190.0,Senate,Dan Carter,Republican,1517,3642,CT Brooklyn,Brooklyn County,0.41652937946183416
CT,Brooklyn,901509190.0,Senate,Richard Blumenthal,Democrat,2021,3642,CT Brooklyn,Brooklyn County,0.5549148819330039
CT,Burlington,900310100.0,Senate,Dan Carter,Republican,2426,5289,CT Burlington,Burlington County,0.4586878426923804
CT,Burlington,900310100.0,Senate,Richard Blumenthal,Democrat,2768,5289,CT Burlington,Burlington County,0.5233503497825676
CT,Canaan,900510940.0,Senate,Dan Carter,Republican,172,578,CT Canaan,Canaan County,0.2975778546712803
CT,Canaan,900510940.0,Senate,Richard Blumenthal,Democrat,383,578,CT Canaan,Canaan County,0.6626297577854672
CT,Canterbury,901512130.0,Senate,Dan Carter,Republican,1270,2664,CT Canterbury,Canterbury County,0.4767267267267267
CT,Canterbury,901512130.0,Senate,Richard Blumenthal,Democrat,1328,2664,CT Canterbury,Canterbury County,0.4984984984984985
CT,Canton,900312270.0,Senate,Dan Carter,Republican,2391,5908,CT Canton,Canton County,0.40470548408937035
CT,Canton,900312270.0,Senate,Richard Blumenthal,Democrat,3387,5908,CT Canton,Canton County,0.5732904536222072
CT,Chaplin,901513810.0,Senate,Dan Carter,Republican,443,1130,CT Chaplin,Chaplin County,0.3920353982300885
CT,Chaplin,901513810.0,Senate,Richard Blumenthal,Democrat,644,1130,CT Chaplin,Chaplin County,0.5699115044247788
CT,Cheshire,900914160.0,Senate,Dan Carter,Republican,6252,15299,CT Cheshire,Cheshire County,0.4086541604026407
CT,Cheshire,900914160.0,Senate,Richard Blumenthal,Democrat,8783,15299,CT Cheshire,Cheshire County,0.5740898097914896
CT,Chester,900714300.0,Senate,Dan Carter,Republican,662,2243,CT Chester,Chester County,0.2951404369148462
CT,Chester,900714300.0,Senate,Richard Blumenthal,Democrat,1536,2243,CT Chester,Chester County,0.6847971466785555
CT,Clinton,900715350.0,Senate,Dan Carter,Republican,2603,7069,CT Clinton,Clinton County,0.3682274720611119
CT,Clinton,900715350.0,Senate,Richard Blumenthal,Democrat,4320,7069,CT Clinton,Clinton County,0.6111189701513651
CT,Colchester,901115910.0,Senate,Dan Carter,Republican,3316,8367,CT Colchester,Colchester County,0.39631887175809727
CT,Colchester,901115910.0,Senate,Richard Blumenthal,Democrat,4813,8367,CT Colchester,Colchester County,0.5752360463726545
CT,Colebrook,900516050.0,Senate,Dan Carter,Republican,467,879,CT Colebrook,Colebrook County,0.5312855517633674
CT,Colebrook,900516050.0,Senate,Richard Blumenthal,Democrat,392,879,CT Colebrook,Colebrook County,0.4459613196814562
CT,Columbia,901316400.0,Senate,Dan Carter,Republican,1269,3250,CT Columbia,Columbia County,0.39046153846153847
CT,Columbia,901316400.0,Senate,Richard Blumenthal,Democrat,1901,3250,CT Columbia,Columbia County,0.5849230769230769
CT,Cornwall,900517240.0,Senate,Dan Carter,Republican,237,910,CT Cornwall,Cornwall County,0.26043956043956046
CT,Cornwall,900517240.0,Senate,Richard Blumenthal,Democrat,639,910,CT Cornwall,Cornwall County,0.7021978021978021
CT,Coventry,901317800.0,Senate,Dan Carter,Republican,2641,6698,CT Coventry,Coventry County,0.39429680501642284
CT,Coventry,901317800.0,Senate,Richard Blumenthal,Democrat,3856,6698,CT Coventry,Coventry County,0.5756942370856972
CT,Cromwell,900718080.0,Senate,Dan Carter,Republican,2696,7538,CT Cromwell,Cromwell County,0.3576545502785885
CT,Cromwell,900718080.0,Senate,Richard Blumenthal,Democrat,4685,7538,CT Cromwell,Cromwell County,0.621517643937384
CT,Danbury,900118500.0,Senate,Dan Carter,Republican,9536,26753,CT Danbury,Danbury County,0.35644600605539567
CT,Danbury,900118500.0,Senate,Richard Blumenthal,Democrat,16576,26753,CT Danbury,Danbury County,0.6195940642170972
CT,Darien,900118850.0,Senate,Dan Carter,Republican,6092,11175,CT Darien,Darien County,0.5451454138702461
CT,Darien,900118850.0,Senate,Richard Blumenthal,Democrat,4926,11175,CT Darien,Darien County,0.4408053691275168
CT,Deep River,900719130.0,Senate,Dan Carter,Republican,841,2569,CT Deep River,Deep river County,0.3273647333592838
CT,Deep River,900719130.0,Senate,Richard Blumenthal,Democrat,1679,2569,CT Deep River,Deep river County,0.6535616971584274
CT,Derby,900919550.0,Senate,Dan Carter,Republican,1755,4953,CT Derby,Derby County,0.3543307086614173
CT,Derby,900919550.0,Senate,Richard Blumenthal,Democrat,3114,4953,CT Derby,Derby County,0.628709872804361
CT,Durham,900720810.0,Senate,Dan Carter,Republican,1809,4241,CT Durham,Durham County,0.4265503419004952
CT,Durham,900720810.0,Senate,Richard Blumenthal,Democrat,2331,4241,CT Durham,Durham County,0.5496345201603395
CT,East Granby,900322070.0,Senate,Dan Carter,Republican,1189,2901,CT East Granby,East granby County,0.4098586694243364
CT,East Granby,900322070.0,Senate,Richard Blumenthal,Democrat,1640,2901,CT East Granby,East granby County,0.5653223026542572
CT,East Haddam,900722280.0,Senate,Dan Carter,Republican,2017,5001,CT East Haddam,East haddam County,0.40331933613277343
CT,East Haddam,900722280.0,Senate,Richard Blumenthal,Democrat,2856,5001,CT East Haddam,East haddam County,0.5710857828434314
CT,East Hampton,900722490.0,Senate,Dan Carter,Republican,2771,7087,CT East Hampton,East hampton County,0.3909976012417102
CT,East Hampton,900722490.0,Senate,Richard Blumenthal,Democrat,4143,7087,CT East Hampton,East hampton County,0.5845915055735854
CT,East Hartford,900322630.0,Senate,Dan Carter,Republican,3784,18274,CT East Hartford,East hartford County,0.20707015431760972
CT,East Hartford,900322630.0,Senate,Richard Blumenthal,Democrat,14097,18274,CT East Hartford,East hartford County,0.7714238809237167
CT,East Haven,900922910.0,Senate,Dan Carter,Republican,4226,12022,CT East Haven,East haven County,0.3515222092829812
CT,East Haven,900922910.0,Senate,Richard Blumenthal,Democrat,7566,12022,CT East Haven,East haven County,0.6293461986358343
CT,East Lyme,901123400.0,Senate,Dan Carter,Republican,3292,10023,CT East Lyme,East lyme County,0.3284445774718148
CT,East Lyme,901123400.0,Senate,Richard Blumenthal,Democrat,6529,10023,CT East Lyme,East lyme County,0.6514017759153946
CT,East Windsor,900324800.0,Senate,Dan Carter,Republican,1980,5092,CT East Windsor,East windsor County,0.38884524744697563
CT,East Windsor,900324800.0,Senate,Richard Blumenthal,Democrat,2990,5092,CT East Windsor,East windsor County,0.5871956009426551
CT,Eastford,901521860.0,Senate,Dan Carter,Republican,448,959,CT Eastford,Eastford County,0.46715328467153283
CT,Eastford,901521860.0,Senate,Richard Blumenthal,Democrat,477,959,CT Eastford,Eastford County,0.49739311783107404
CT,Easton,900123890.0,Senate,Dan Carter,Republican,2091,4481,CT Easton,Easton County,0.46663691140370456
CT,Easton,900123890.0,Senate,Richard Blumenthal,Democrat,2311,4481,CT Easton,Easton County,0.5157330952912297
CT,Ellington,901325360.0,Senate,Dan Carter,Republican,3525,8100,CT Ellington,Ellington County,0.4351851851851852
CT,Ellington,901325360.0,Senate,Richard Blumenthal,Democrat,4352,8100,CT Ellington,Ellington County,0.537283950617284
CT,Enfield,900325990.0,Senate,Dan Carter,Republican,6639,18309,CT Enfield,Enfield County,0.36260855317057183
CT,Enfield,900325990.0,Senate,Richard Blumenthal,Democrat,11168,18309,CT Enfield,Enfield County,0.6099732372057458
CT,Essex,900726270.0,Senate,Dan Carter,Republican,1495,4097,CT Essex,Essex County,0.364901147180864
CT,Essex,900726270.0,Senate,Richard Blumenthal,Democrat,2547,4097,CT Essex,Essex County,0.6216743958994386
CT,Fairfield,900126620.0,Senate,Dan Carter,Republican,12133,31078,CT Fairfield,Fairfield County,0.39040478795289274
CT,Fairfield,900126620.0,Senate,Richard Blumenthal,Democrat,18448,31078,CT Fairfield,Fairfield County,0.5936031919685951
CT,Farmington,900327600.0,Senate,Dan Carter,Republican,5627,14163,CT Farmington,Farmington County,0.3973028313210478
CT,Farmington,900327600.0,Senate,Richard Blumenthal,Democrat,8264,14163,CT Farmington,Farmington County,0.5834921979806538
CT,Franklin,901129910.0,Senate,Dan Carter,Republican,420,1074,CT Franklin,Franklin County,0.39106145251396646
CT,Franklin,901129910.0,Senate,Richard Blumenthal,Democrat,620,1074,CT Franklin,Franklin County,0.5772811918063314
CT,Glastonbury,900331240.0,Senate,Dan Carter,Republican,7270,19543,CT Glastonbury,Glastonbury County,0.3720002046768664
CT,Glastonbury,900331240.0,Senate,Richard Blumenthal,Democrat,11906,19543,CT Glastonbury,Glastonbury County,0.6092206928311927
CT,Goshen,900532290.0,Senate,Dan Carter,Republican,973,1810,CT Goshen,Goshen County,0.5375690607734807
CT,Goshen,900532290.0,Senate,Richard Blumenthal,Democrat,793,1810,CT Goshen,Goshen County,0.438121546961326
CT,Granby,900332640.0,Senate,Dan Carter,Republican,2859,6445,CT Granby,Granby County,0.443599689681924
CT,Granby,900332640.0,Senate,Richard Blumenthal,Democrat,3410,6445,CT Granby,Granby County,0.5290923196276183
CT,Greenwich,900133620.0,Senate,Dan Carter,Republican,13649,31098,CT Greenwich,Greenwich County,0.4389028233326902
CT,Greenwich,900133620.0,Senate,Richard Blumenthal,Democrat,16933,31098,CT Greenwich,Greenwich County,0.5445044697408193
CT,Griswold,901133900.0,Senate,Dan Carter,Republican,1960,5070,CT Griswold,Griswold County,0.3865877712031558
CT,Griswold,901133900.0,Senate,Richard Blumenthal,Democrat,2956,5070,CT Griswold,Griswold County,0.5830374753451677
CT,Groton,901134250.0,Senate,Dan Carter,Republican,4595,14786,CT Groton,Groton County,0.3107669417016096
CT,Groton,901134250.0,Senate,Richard Blumenthal,Democrat,9763,14786,CT Groton,Groton County,0.6602867577438117
CT,Guilford,900934950.0,Senate,Dan Carter,Republican,4168,13116,CT Guilford,Guilford County,0.3177798109179628
CT,Guilford,900934950.0,Senate,Richard Blumenthal,Democrat,8720,13116,CT Guilford,Guilford County,0.6648368405001525
CT,Haddam,900735230.0,Senate,Dan Carter,Republican,2151,4905,CT Haddam,Haddam County,0.43853211009174314
CT,Haddam,900735230.0,Senate,Richard Blumenthal,Democrat,2660,4905,CT Haddam,Haddam County,0.5423037716615698
CT,Hamden,900935650.0,Senate,Dan Carter,Republican,5987,27001,CT Hamden,Hamden County,0.22173252842487315
CT,Hamden,900935650.0,Senate,Richard Blumenthal,Democrat,20487,27001,CT Hamden,Hamden County,0.7587496759379282
CT,Hampton,901536000.0,Senate,Dan Carter,Republican,376,1018,CT Hampton,Hampton County,0.3693516699410609
CT,Hampton,901536000.0,Senate,Richard Blumenthal,Democrat,609,1018,CT Hampton,Hampton County,0.5982318271119843
CT,Hartford,900337070.0,Senate,Dan Carter,Republican,2089,31121,CT Hartford,Hartford County,0.06712509238135021
CT,Hartford,900337070.0,Senate,Richard Blumenthal,Democrat,28462,31121,CT Hartford,Hartford County,0.9145593007936763
CT,Hartland,900337140.0,Senate,Dan Carter,Republican,712,1198,CT Hartland,Hartland County,0.5943238731218697
