GeoFIPS,GeoName,Region,ComponentId,ComponentName,Line,IndustryClassification,Description,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
0,United States,,2,Per capita personal consumption expenditures (PCE) by state,13,..., Services,13035,13755,14407,15380,16064,16638,17387,18305,19335,20337,21209,21829,21673,22109,22754,23277,23781,24754,25731
0,United States,,2,Per capita personal consumption expenditures (PCE) by state,14,...,  Household consumption expenditures (for services),12648,13306,13912,14819,15436,15948,16678,17600,18624,19536,20384,20901,20773,21219,21872,22345,22818,23770,24711
0,United States,,2,Per capita personal consumption expenditures (PCE) by state,15,...,  Housing and utilities,3704,3862,4025,4248,4518,4637,4806,5017,5359,5638,5837,6048,6132,6171,6287,6352,6491,6720,6947
0,United States,,2,Per capita personal consumption expenditures (PCE) by state,16,...,  Health care,2901,3016,3095,3255,3497,3765,3980,4235,4474,4673,4919,5118,5305,5465,5661,5845,5911,6124,6436
0,United States,,2,Per capita personal consumption expenditures (PCE) by state,17,...,  Transportation services,786,825,875,934,929,898,915,945,979,1012,1036,1025,944,947,988,1017,1057,1110,1146
0,United States,,2,Per capita personal consumption expenditures (PCE) by state,18,...,  Recreation services,764,798,853,902,920,944,997,1066,1113,1180,1248,1264,1226,1245,1285,1336,1372,1416,1451
0,United States,,2,Per capita personal consumption expenditures (PCE) by state,19,...,  Food services and accommodations,1260,1312,1363,1449,1473,1517,1592,1695,1796,1898,1977,2014,1957,1997,2084,2181,2246,2364,2516
0,United States,,2,Per capita personal consumption expenditures (PCE) by state,20,...,  Financial services and insurance,1574,1694,1825,2007,1940,1956,2028,2170,2334,2427,2551,2537,2344,2467,2553,2513,2625,2778,2865
0,United States,,2,Per capita personal consumption expenditures (PCE) by state,21,...,  Other services,1659,1798,1877,2025,2159,2233,2360,2472,2569,2708,2815,2894,2866,2927,3013,3100,3117,3257,3350
0,United States,,2,Per capita personal consumption expenditures (PCE) by state,22,..., Final consumption expenditures of nonprofit institutions serving households (NPISHs),387,449,495,560,628,690,708,705,712,802,826,928,900,890,882,932,963,983,1020
0,United States,,2,Per capita personal consumption expenditures (PCE) by state,23,..., Gross output of nonprofit institutions,1843,1967,2065,2203,2374,2563,2670,2797,2939,3124,3264,3423,3496,3575,3656,3798,3885,4005,4155
0,United States,,2,Per capita personal consumption expenditures (PCE) by state,24,..., Less: Receipts from sales of goods and services by nonprofit institutions,1456,1518,1570,1643,1745,1873,1962,2092,2227,2323,2438,2495,2597,2685,2774,2866,2922,3022,3135
1000,Alabama,5,2,Per capita personal consumption expenditures (PCE) by state,1,...,Personal consumption expenditures,17243,17902,18780,19677,20331,21185,22043,23280,24839,25692,26501,26905,26297,27093,28053,28556,29134,29838,30459
1000,Alabama,5,2,Per capita personal consumption expenditures (PCE) by state,2,..., Goods,6880,7063,7538,7863,8084,8440,8788,9312,9898,10207,10539,10475,9901,10298,10854,11135,11333,11494,11441
1000,Alabama,5,2,Per capita personal consumption expenditures (PCE) by state,3,...,  Durable goods,2338,2473,2654,2706,2756,2938,3020,3196,3335,3401,3555,3223,2990,3097,3215,3380,3483,3566,3689
1000,Alabama,5,2,Per capita personal consumption expenditures (PCE) by state,4,...,   Motor vehicles and parts,1120,1200,1303,1306,1354,1435,1432,1455,1472,1441,1442,1190,1078,1178,1248,1337,1381,1432,1496
1000,Alabama,5,2,Per capita personal consumption expenditures (PCE) by state,5,...,   Furnishings and durable household equipment,509,530,559,581,582,620,642,693,749,782,796,741,677,678,691,712,721,735,760
1000,Alabama,5,2,Per capita personal consumption expenditures (PCE) by state,6,...,   Recreational goods and vehicles,437,456,483,498,509,549,600,671,715,744,841,820,776,772,777,819,844,853,881
1000,Alabama,5,2,Per capita personal consumption expenditures (PCE) by state,7,...,   Other durable goods,272,287,308,321,311,334,345,378,399,433,476,472,460,470,499,512,538,546,552
1000,Alabama,5,2,Per capita personal consumption expenditures (PCE) by state,8,...,  Nondurable goods,4542,4590,4884,5157,5328,5502,5768,6116,6562,6806,6984,7252,6911,7201,7639,7755,7849,7928,7752
1000,Alabama,5,2,Per capita personal consumption expenditures (PCE) by state,9,...,   Food and beverages purchased for off-premises consumption,1773,1783,1866,1869,1965,2017,2071,2135,2244,2216,2261,2345,2334,2356,2456,2461,2472,2491,2493
1000,Alabama,5,2,Per capita personal consumption expenditures (PCE) by state,10,...,   Clothing and footwear,813,838,845,854,849,869,848,881,921,929,927,914,883,913,946,950,966,969,974
1000,Alabama,5,2,Per capita personal consumption expenditures (PCE) by state,11,...,   Gasoline and other energy goods,558,481,528,685,639,595,699,823,997,1141,1205,1343,970,1149,1403,1418,1399,1312,983
1000,Alabama,5,2,Per capita personal consumption expenditures (PCE) by state,12,...,   Other nondurable goods,1399,1487,1645,1749,1875,2020,2150,2277,2400,2519,2590,2650,2725,2783,2834,2926,3012,3156,3301
1000,Alabama,5,2,Per capita personal consumption expenditures (PCE) by state,13,..., Services,10363,10839,11242,11814,12246,12745,13256,13968,14941,15485,15962,16429,16396,16795,17198,17421,17802,18344,19018
1000,Alabama,5,2,Per capita personal consumption expenditures (PCE) by state,14,...,  Household consumption expenditures (for services),10180,10609,10961,11505,11928,12418,12958,13646,14620,15171,15595,15984,15980,16401,16828,17051,17416,17937,18591
1000,Alabama,5,2,Per capita personal consumption expenditures (PCE) by state,15,...,  Housing and utilities,2494,2634,2737,2898,3055,3165,3283,3428,3684,3900,4081,4258,4381,4472,4574,4612,4760,4884,5032
1000,Alabama,5,2,Per capita personal consumption expenditures (PCE) by state,16,...,  Health care,2856,2924,2960,3080,3287,3539,3697,3877,4253,4370,4443,4561,4672,4789,4926,5074,5101,5200,5457
1000,Alabama,5,2,Per capita personal consumption expenditures (PCE) by state,17,...,  Transportation services,487,510,531,548,543,535,543,561,591,604,607,596,548,564,586,590,601,613,628
1000,Alabama,5,2,Per capita personal consumption expenditures (PCE) by state,18,...,  Recreation services,753,744,749,754,768,787,817,868,899,922,922,933,905,907,926,935,946,953,959
1000,Alabama,5,2,Per capita personal consumption expenditures (PCE) by state,19,...,  Food services and accommodations,960,993,1048,1079,1099,1135,1210,1276,1364,1439,1495,1543,1537,1564,1613,1678,1720,1789,1904
1000,Alabama,5,2,Per capita personal consumption expenditures (PCE) by state,20,...,  Financial services and insurance,1331,1440,1545,1677,1624,1640,1712,1862,2009,2059,2161,2144,2001,2130,2166,2098,2202,2335,2424
1000,Alabama,5,2,Per capita personal consumption expenditures (PCE) by state,21,...,  Other services,1298,1363,1391,1468,1552,1617,1695,1775,1820,1877,1886,1949,1938,1974,2037,2064,2086,2162,2187
1000,Alabama,5,2,Per capita personal consumption expenditures (PCE) by state,22,..., Final consumption expenditures of nonprofit institutions serving households (NPISHs),183,230,281,309,318,327,298,322,321,313,366,445,416,394,370,370,386,407,428
1000,Alabama,5,2,Per capita personal consumption expenditures (PCE) by state,23,..., Gross output of nonprofit institutions,1447,1545,1660,1753,1832,1941,1968,2128,2264,2338,2534,2638,2679,2724,2766,2822,2908,3017,3139
1000,Alabama,5,2,Per capita personal consumption expenditures (PCE) by state,24,..., Less: Receipts from sales of goods and services by nonprofit institutions,1264,1314,1379,1444,1514,1614,1670,1806,1944,2025,2167,2193,2263,2330,2396,2452,2522,2609,2711
2000,Alaska,8,2,Per capita personal consumption expenditures (PCE) by state,1,...,Personal consumption expenditures,23320,24245,25544,27471,28884,30650,32282,34073,36041,37647,39275,41006,40525,41553,43507,44419,45484,47054,48666
2000,Alaska,8,2,Per capita personal consumption expenditures (PCE) by state,2,..., Goods,8379,8537,9017,9323,9588,10131,10609,11245,11707,12025,12439,12859,12289,12687,13413,13680,13896,14230,14276
2000,Alaska,8,2,Per capita personal consumption expenditures (PCE) by state,3,...,  Durable goods,2739,2872,3037,3065,3206,3550,3699,3954,4058,4047,4124,3992,3788,3793,3860,4030,4077,4131,4253
2000,Alaska,8,2,Per capita personal consumption expenditures (PCE) by state,4,...,   Motor vehicles and parts,936,1012,1135,1182,1252,1401,1418,1423,1341,1234,1220,1038,1004,1002,1007,1090,1109,1122,1169
2000,Alaska,8,2,Per capita personal consumption expenditures (PCE) by state,5,...,   Furnishings and durable household equipment,590,607,625,636,677,768,803,851,926,941,946,981,941,942,960,986,994,1012,1014
2000,Alaska,8,2,Per capita personal consumption expenditures (PCE) by state,6,...,   Recreational goods and vehicles,855,882,880,847,892,983,1055,1232,1320,1366,1422,1437,1345,1321,1330,1378,1383,1389,1430
2000,Alaska,8,2,Per capita personal consumption expenditures (PCE) by state,7,...,   Other durable goods,359,370,397,399,386,398,422,448,471,506,537,536,498,528,564,576,592,608,640
2000,Alaska,8,2,Per capita personal consumption expenditures (PCE) by state,8,...,  Nondurable goods,5640,5665,5979,6258,6382,6581,6910,7291,7648,7978,8314,8867,8500,8895,9553,9650,9818,10100,10023
2000,Alaska,8,2,Per capita personal consumption expenditures (PCE) by state,9,...,   Food and beverages purchased for off-premises consumption,2387,2461,2521,2588,2689,2793,2948,3073,3232,3371,3555,3770,3713,3762,3933,3916,3914,3962,3965
2000,Alaska,8,2,Per capita personal consumption expenditures (PCE) by state,10,...,   Clothing and footwear,838,833,842,854,852,855,876,896,909,921,918,925,877,887,926,939,941,971,986
2000,Alaska,8,2,Per capita personal consumption expenditures (PCE) by state,11,...,   Gasoline and other energy goods,761,651,715,899,809,759,821,948,1049,1112,1190,1371,1025,1191,1434,1462,1459,1439,1070
2000,Alaska,8,2,Per capita personal consumption expenditures (PCE) by state,12,...,   Other nondurable goods,1654,1720,1902,1917,2031,2175,2265,2373,2458,2574,2651,2800,2885,3055,3260,3333,3504,3728,4002
2000,Alaska,8,2,Per capita personal consumption expenditures (PCE) by state,13,..., Services,14940,15708,16527,18149,19296,20518,21673,22829,24335,25622,26836,28148,28236,28866,30094,30739,31588,32824,34391
2000,Alaska,8,2,Per capita personal consumption expenditures (PCE) by state,14,...,  Household consumption expenditures (for services),14238,14872,15641,17112,18179,19255,20410,21635,22972,24118,25255,26407,26405,26982,28099,28646,29432,30700,32213
2000,Alaska,8,2,Per capita personal consumption expenditures (PCE) by state,15,...,  Housing and utilities,3893,4079,4294,4506,4786,4957,5152,5379,5748,6142,6454,6720,6829,6905,7092,7175,7462,7809,8221
2000,Alaska,8,2,Per capita personal consumption expenditures (PCE) by state,16,...,  Health care,2798,2930,3182,3703,4241,4782,5143,5489,5882,6207,6537,6945,7360,7606,8121,8424,8629,8976,9645
2000,Alaska,8,2,Per capita personal consumption expenditures (PCE) by state,17,...,  Transportation services,747,788,844,940,985,956,975,989,1021,1031,1060,1076,989,973,991,998,1056,1104,1121
2000,Alaska,8,2,Per capita personal consumption expenditures (PCE) by state,18,...,  Recreation services,627,630,676,746,763,778,865,978,1075,1150,1262,1310,1280,1292,1340,1398,1440,1547,1605
2000,Alaska,8,2,Per capita personal consumption expenditures (PCE) by state,19,...,  Food services and accommodations,1777,1797,1879,2011,2047,2170,2332,2453,2553,2676,2770,2844,2733,2778,2927,3023,3137,3284,3482
2000,Alaska,8,2,Per capita personal consumption expenditures (PCE) by state,20,...,  Financial services and insurance,1733,1823,1944,2146,2084,2140,2242,2381,2590,2670,2874,2996,2807,2994,3126,3062,3129,3375,3493
2000,Alaska,8,2,Per capita personal consumption expenditures (PCE) by state,21,...,  Other services,2664,2824,2822,3059,3272,3472,3701,3966,4103,4240,4299,4517,4406,4433,4503,4567,4580,4606,4647
2000,Alaska,8,2,Per capita personal consumption expenditures (PCE) by state,22,..., Final consumption expenditures of nonprofit institutions serving households (NPISHs),702,837,886,1037,1117,1263,1262,1194,1363,1504,1581,1740,1831,1884,1995,2093,2157,2124,2178
2000,Alaska,8,2,Per capita personal consumption expenditures (PCE) by state,23,..., Gross output of nonprofit institutions,2277,2502,2587,2842,2982,3252,3259,3249,3633,3904,4107,4304,4492,4609,4817,4979,5111,5146,5313
2000,Alaska,8,2,Per capita personal consumption expenditures (PCE) by state,24,..., Less: Receipts from sales of goods and services by nonprofit institutions,1575,1666,1700,1805,1864,1989,1997,2056,2270,2401,2526,2564,2661,2725,2822,2886,2954,3022,3136
4000,Arizona,6,2,Per capita personal consumption expenditures (PCE) by state,1,...,Personal consumption expenditures,19223,20061,21131,22398,22992,23640,24663,26299,28062,29771,31018,30825,29628,30252,31251,31744,32344,33391,34061
4000,Arizona,6,2,Per capita personal consumption expenditures (PCE) by state,2,..., Goods,7415,7624,8137,8676,8820,8985,9424,10196,11037,11740,12038,11524,10529,10817,11418,11693,11932,12246,12180
4000,Arizona,6,2,Per capita personal consumption expenditures (PCE) by state,3,...,  Durable goods,2676,2882,3082,3326,3368,3468,3564,3843,4094,4284,4203,3591,3101,3172,3353,3496,3591,3694,3760
4000,Arizona,6,2,Per capita personal consumption expenditures (PCE) by state,4,...,   Motor vehicles and parts,1121,1201,1287,1335,1398,1418,1432,1492,1552,1538,1527,1142,957,1013,1096,1209,1277,1339,1385
4000,Arizona,6,2,Per capita personal consumption expenditures (PCE) by state,5,...,   Furnishings and durable household equipment,645,694,724,790,798,828,854,952,1057,1116,1037,900,761,759,824,819,822,852,862
4000,Arizona,6,2,Per capita personal consumption expenditures (PCE) by state,6,...,   Recreational goods and vehicles,618,676,736,839,818,853,884,971,1028,1116,1096,1023,889,893,902,919,933,939,942
4000,Arizona,6,2,Per capita personal consumption expenditures (PCE) by state,7,...,   Other durable goods,292,311,336,361,353,369,394,428,456,513,543,525,495,506,531,549,558,565,571
4000,Arizona,6,2,Per capita personal consumption expenditures (PCE) by state,8,...,  Nondurable goods,4740,4742,5055,5350,5452,5517,5860,6353,6942,7456,7835,7933,7428,7645,8065,8197,8341,8552,8420
4000,Arizona,6,2,Per capita personal consumption expenditures (PCE) by state,9,...,   Food and beverages purchased for off-premises consumption,1716,1732,1823,1827,1882,1908,2000,2170,2324,2451,2562,2628,2532,2555,2603,2578,2555,2656,2655
4000,Arizona,6,2,Per capita personal consumption expenditures (PCE) by state,10,...,   Clothing and footwear,765,768,797,833,834,851,879,924,980,1022,1036,995,955,985,1018,1041,1066,1062,1071
4000,Arizona,6,2,Per capita personal consumption expenditures (PCE) by state,11,...,   Gasoline and other energy goods,621,542,589,719,669,595,681,776,963,1074,1187,1275,897,997,1219,1257,1239,1184,900
4000,Arizona,6,2,Per capita personal consumption expenditures (PCE) by state,12,...,   Other nondurable goods,1638,1700,1847,1971,2067,2163,2300,2483,2676,2910,3050,3035,3044,3108,3224,3321,3481,3650,3793
4000,Arizona,6,2,Per capita personal consumption expenditures (PCE) by state,13,..., Services,11808,12437,12993,13722,14172,14655,15240,16103,17026,18031,18980,19301,19099,19435,19834,20052,20412,21145,21880
4000,Arizona,6,2,Per capita personal consumption expenditures (PCE) by state,14,...,  Household consumption expenditures (for services),11611,12222,12742,13442,13870,14335,14946,15765,16764,17648,18502,18769,18626,18986,19401,19612,19947,20675,21380
4000,Arizona,6,2,Per capita personal consumption expenditures (PCE) by state,15,...,  Housing and utilities,3527,3667,3794,3984,4206,4288,4380,4557,4790,5069,5333,5563,5804,5948,6034,6029,6125,6340,6569
4000,Arizona,6,2,Per capita personal consumption expenditures (PCE) by state,16,...,  Health care,2393,2458,2538,2678,2867,3136,3372,3583,3869,3997,4192,4397,4529,4661,4789,4878,4923,5030,5216
4000,Arizona,6,2,Per capita personal consumption expenditures (PCE) by state,17,...,  Transportation services,755,811,864,905,889,870,877,897,946,995,1012,958,835,826,872,905,938,971,982
4000,Arizona,6,2,Per capita personal consumption expenditures (PCE) by state,18,...,  Recreation services,714,768,824,835,861,881,926,994,1036,1133,1203,1167,1107,1087,1077,1103,1120,1166,1192
4000,Arizona,6,2,Per capita personal consumption expenditures (PCE) by state,19,...,  Food services and accommodations,1423,1467,1534,1613,1603,1633,1711,1841,2001,2124,2239,2185,2060,2054,2118,2185,2246,2356,2504
4000,Arizona,6,2,Per capita personal consumption expenditures (PCE) by state,20,...,  Financial services and insurance,1394,1509,1620,1777,1708,1725,1790,1932,2128,2244,2344,2284,2072,2140,2190,2133,2221,2343,2411
4000,Arizona,6,2,Per capita personal consumption expenditures (PCE) by state,21,...,  Other services,1405,1543,1568,1650,1735,1802,1890,1961,1994,2087,2178,2216,2219,2269,2321,2380,2373,2468,2505
4000,Arizona,6,2,Per capita personal consumption expenditures (PCE) by state,22,..., Final consumption expenditures of nonprofit institutions serving households (NPISHs),197,214,252,280,302,320,294,338,262,383,479,531,473,449,433,439,465,471,501
4000,Arizona,6,2,Per capita personal consumption expenditures (PCE) by state,23,..., Gross output of nonprofit institutions,1353,1467,1529,1588,1666,1758,1837,2001,2049,2220,2395,2485,2491,2538,2574,2629,2697,2768,2872
4000,Arizona,6,2,Per capita personal consumption expenditures (PCE) by state,24,..., Less: Receipts from sales of goods and services by nonprofit institutions,1156,1252,1277,1308,1365,1438,1543,1664,1787,1837,1917,1954,2018,2089,2141,2190,2231,2297,2371
5000,Arkansas,5,2,Per capita personal consumption expenditures (PCE) by state,1,...,Personal consumption expenditures,16151,16909,17887,19013,19627,20215,21129,22294,23591,24631,26017,26269,25761,26326,27444,28090,28639,29311,29791
5000,Arkansas,5,2,Per capita personal consumption expenditures (PCE) by state,2,..., Goods,6512,6674,7201,7704,7714,7812,8139,8527,8935,9208,9511,9686,9266,9753,10358,10652,10899,11039,10890
5000,Arkansas,5,2,Per capita personal consumption expenditures (PCE) by state,3,...,  Durable goods,2313,2437,2607,2680,2737,2910,3032,3161,3241,3284,3412,3298,3124,3219,3292,3432,3572,3694,3804
5000,Arkansas,5,2,Per capita personal consumption expenditures (PCE) by state,4,...,   Motor vehicles and parts,1052,1115,1193,1188,1244,1311,1313,1329,1284,1236,1271,1120,1063,1161,1218,1317,1383,1460,1519
5000,Arkansas,5,2,Per capita personal consumption expenditures (PCE) by state,5,...,   Furnishings and durable household equipment,504,520,552,592,590,630,660,704,743,759,759,746,703,711,723,739,756,776,804
5000,Arkansas,5,2,Per capita personal consumption expenditures (PCE) by state,6,...,   Recreational goods and vehicles,422,462,504,529,553,614,674,724,787,824,868,892,839,829,825,846,884,898,915
5000,Arkansas,5,2,Per capita personal consumption expenditures (PCE) by state,7,...,   Other durable goods,335,340,358,371,350,355,384,404,427,466,514,541,519,518,526,530,549,560,565
5000,Arkansas,5,2,Per capita personal consumption expenditures (PCE) by state,8,...,  Nondurable goods,4198,4237,4594,5024,4977,4902,5107,5366,5694,5924,6099,6388,6142,6533,7066,7221,7327,7344,7086
5000,Arkansas,5,2,Per capita personal consumption expenditures (PCE) by state,9,...,   Food and beverages purchased for off-premises consumption,1518,1525,1616,1702,1688,1642,1694,1748,1807,1835,1916,2001,2049,2095,2218,2246,2282,2350,2360
5000,Arkansas,5,2,Per capita personal consumption expenditures (PCE) by state,10,...,   Clothing and footwear,784,816,865,911,872,847,856,857,880,887,891,876,869,895,933,971,983,996,1014
5000,Arkansas,5,2,Per capita personal consumption expenditures (PCE) by state,11,...,   Gasoline and other energy goods,629,567,644,830,789,724,820,968,1150,1282,1348,1500,1113,1350,1653,1687,1677,1528,1143
5000,Arkansas,5,2,Per capita personal consumption expenditures (PCE) by state,12,...,   Other nondurable goods,1267,1329,1469,1582,1628,1689,1738,1793,1857,1920,1944,2011,2111,2194,2262,2317,2385,2470,2569
5000,Arkansas,5,2,Per capita personal consumption expenditures (PCE) by state,13,..., Services,9639,10235,10685,11308,11913,12403,12990,13767,14656,15423,16506,16583,16495,16573,17086,17437,17741,18273,18901
5000,Arkansas,5,2,Per capita personal consumption expenditures (PCE) by state,14,...,  Household consumption expenditures (for services),9462,9982,10376,10985,11553,12008,12604,13387,14251,14956,16021,16027,15940,16028,16549,16894,17164,17679,18267
5000,Arkansas,5,2,Per capita personal consumption expenditures (PCE) by state,15,...,  Housing and utilities,2544,2663,2747,2909,3099,3157,3258,3456,3738,3939,4077,4227,4227,4173,4290,4337,4414,4492,4606
5000,Arkansas,5,2,Per capita personal consumption expenditures (PCE) by state,16,...,  Health care,2517,2655,2739,2898,3142,3405,3579,3768,3979,4085,4296,4482,4591,4676,4856,5063,5070,5243,5499
5000,Arkansas,5,2,Per capita personal consumption expenditures (PCE) by state,17,...,  Transportation services,443,460,504,520,529,505,515,539,529,560,588,578,530,522,542,544,548,567,572
5000,Arkansas,5,2,Per capita personal consumption expenditures (PCE) by state,18,...,  Recreation services,555,558,571,586,592,604,664,734,790,860,987,994,998,948,965,972,997,1018,1036
5000,Arkansas,5,2,Per capita personal consumption expenditures (PCE) by state,19,...,  Food services and accommodations,904,935,969,1022,1056,1100,1139,1199,1258,1318,1368,1417,1438,1458,1515,1582,1629,1680,1799
5000,Arkansas,5,2,Per capita personal consumption expenditures (PCE) by state,20,...,  Financial services and insurance,1254,1341,1440,1549,1515,1522,1614,1735,1859,1928,2053,2050,1909,1995,2086,2106,2215,2343,2422
5000,Arkansas,5,2,Per capita personal consumption expenditures (PCE) by state,21,...,  Other services,1243,1368,1406,1502,1619,1715,1836,1956,2098,2264,2653,2279,2248,2257,2295,2290,2291,2335,2334
5000,Arkansas,5,2,Per capita personal consumption expenditures (PCE) by state,22,..., Final consumption expenditures of nonprofit institutions serving households (NPISHs),177,253,310,323,361,394,386,379,405,467,485,556,555,545,537,543,576,594,634
5000,Arkansas,5,2,Per capita personal consumption expenditures (PCE) by state,23,..., Gross output of nonprofit institutions,1270,1409,1519,1570,1683,1816,1824,1911,2062,2181,2290,2429,2516,2593,2672,2768,2834,2935,3074
5000,Arkansas,5,2,Per capita personal consumption expenditures (PCE) by state,24,..., Less: Receipts from sales of goods and services by nonprofit institutions,1093,1157,1210,1248,1322,1421,1438,1531,1657,1714,1805,1872,1961,2048,2136,2224,2257,2341,2440
6000,California,8,2,Per capita personal consumption expenditures (PCE) by state,1,...,Personal consumption expenditures,20848,21776,23129,24870,25722,26553,27632,29290,31008,32796,34381,34721,33193,34065,35361,36441,36976,38346,39715
6000,California,8,2,Per capita personal consumption expenditures (PCE) by state,2,..., Goods,6857,7137,7718,8421,8606,8847,9167,9767,10303,10737,11045,10737,9754,10220,10859,11280,11342,11666,11830
6000,California,8,2,Per capita personal consumption expenditures (PCE) by state,3,...,  Durable goods,2504,2743,3048,3401,3495,3615,3699,3945,4143,4246,4253,3813,3378,3526,3696,3902,3973,4105,4299
6000,California,8,2,Per capita personal consumption expenditures (PCE) by state,4,...,   Motor vehicles and parts,863,973,1098,1155,1234,1312,1310,1343,1368,1304,1257,1015,875,910,979,1089,1145,1210,1258
6000,California,8,2,Per capita personal consumption expenditures (PCE) by state,5,...,   Furnishings and durable household equipment,538,584,655,735,775,804,831,887,946,985,961,862,774,797,823,839,851,863,905
6000,California,8,2,Per capita personal consumption expenditures (PCE) by state,6,...,   Recreational goods and vehicles,793,854,935,1120,1112,1101,1132,1242,1317,1411,1448,1362,1208,1267,1294,1337,1332,1372,1453
6000,California,8,2,Per capita personal consumption expenditures (PCE) by state,7,...,   Other durable goods,310,332,360,391,374,398,426,473,511,545,587,574,521,551,600,637,646,660,683
6000,California,8,2,Per capita personal consumption expenditures (PCE) by state,8,...,  Nondurable goods,4353,4394,4670,5020,5111,5233,5468,5822,6160,6492,6792,6924,6376,6694,7162,7378,7369,7561,7531
6000,California,8,2,Per capita personal consumption expenditures (PCE) by state,9,...,   Food and beverages purchased for off-premises consumption,1684,1692,1787,1872,1956,2012,2082,2147,2252,2364,2510,2569,2457,2498,2618,2659,2654,2743,2750
6000,California,8,2,Per capita personal consumption expenditures (PCE) by state,10,...,   Clothing and footwear,942,972,1012,1063,1016,1045,1058,1159,1218,1198,1211,1172,1053,1102,1174,1249,1262,1292,1331
6000,California,8,2,Per capita personal consumption expenditures (PCE) by state,11,...,   Gasoline and other energy goods,450,392,420,514,495,484,551,667,772,870,919,1034,729,842,1048,1070,1027,979,739
6000,California,8,2,Per capita personal consumption expenditures (PCE) by state,12,...,   Other nondurable goods,1277,1338,1451,1571,1645,1692,1777,1849,1918,2060,2152,2148,2137,2252,2322,2400,2426,2546,2710
6000,California,8,2,Per capita personal consumption expenditures (PCE) by state,13,..., Services,13991,14639,15411,16448,17115,17706,18465,19523,20705,22059,23336,23984,23439,23845,24502,25161,25634,26680,27885
6000,California,8,2,Per capita personal consumption expenditures (PCE) by state,14,...,  Household consumption expenditures (for services),13684,14324,15036,15991,16561,17047,17830,18938,20120,21374,22503,23076,22579,22989,23660,24254,24676,25702,26862
6000,California,8,2,Per capita personal consumption expenditures (PCE) by state,15,...,  Housing and utilities,4533,4738,4924,5176,5502,5646,5824,6095,6494,6955,7283,7594,7739,7808,7922,7952,8058,8304,8612
6000,California,8,2,Per capita personal consumption expenditures (PCE) by state,16,...,  Health care,2878,2951,2976,3080,3190,3404,3616,3853,4088,4309,4609,4869,4985,5144,5368,5603,5654,5850,6217
6000,California,8,2,Per capita personal consumption expenditures (PCE) by state,17,...,  Transportation services,881,913,962,1048,1041,1010,1026,1072,1150,1229,1287,1246,1109,1107,1148,1204,1263,1334,1391
6000,California,8,2,Per capita personal consumption expenditures (PCE) by state,18,...,  Recreation services,737,747,845,885,914,931,1015,1115,1177,1252,1324,1318,1222,1257,1292,1349,1368,1420,1462
6000,California,8,2,Per capita personal consumption expenditures (PCE) by state,19,...,  Food services and accommodations,1339,1413,1455,1560,1597,1649,1734,1871,1995,2138,2264,2313,2181,2199,2281,2389,2472,2659,2890
